98 97 CC 16 1000x1000x1000x0x0 0.5 Gauss 3.0,1.0
66 67 CC 16 1000x1000x1000x0x0 0.5 Gauss 3.0,1.0
117 116 CC 16 1000x1000x1000x0x0 0.5 Gauss 3.0,1.0
118 119 CC 16 1000x1000x1000x0x0 0.5 Gauss 3.0,1.0
126 125 CC 4 1000x1000x1000x0x0 2 Gauss 3.0,1.0
151 152 CC 16 1000x1000x1000x0x0 0.5 Gauss 3.0,1.0
